direction,macro_f1,accuracy,base_macro_f1,delta
A_to_B,0.6784513350589041,0.6907461850762985,0.6909069499794646,-0.012455614920560465
B_to_A,0.6826685733390466,0.7063047536981186,0.6882001914454187,-0.005531618106372038
